2000.0605461248642, 3518.464738507809
2000.141084069131, 3305.712806589008
2000.221492358458, 3905.286432905629
2000.3100689090013, 4606.400754001678
2000.4830582343025, 4649.918194621433
2000.5665634244806, 4550.795135431991
2000.3949225105548, 4947.287372189758
2000.6439340837858, 4159.138169854199
2000.7262983104924, 3687.6992298068553
2000.8073771010802, 3651.4346959570594
2000.8870556183165, 3158.2370355998387
2000.973631778358, 3206.5897473995665
2001.058885458012, 3678.0286874469098
2001.1408940597403, 3090.5432390802202
2001.2252771990832, 4132.544178364348
2001.310634602689, 4637.830016671502
2001.4025451374025, 4717.6119911410515
2001.4758187006055, 4698.27090642116
2001.5648508956522, 4693.435635241188
2001.6449072644277, 4323.537389973272
2001.7245042842733, 3803.745738126201
2001.8080687452812, 3723.963763656651
2001.893066819482, 3257.3600947892805
2001.9734343601135, 2989.0025443007926
2002.0540797327592, 3665.940509496978
2002.134254643194, 3334.7244336688445
2002.2199602629244, 3953.6391447053566
2002.3042878358644, 4122.873636004403
2002.3924939437225, 4703.106177601133
2002.4759324542172, 4582.224398101815
2002.5618862705467, 4427.495720342687
2002.6364452698688, 3972.9802294252477
2002.7220434612202, 3702.205043346774
2002.8026777205853, 3520.882374097795
2002.8851530800976, 3085.7079679002477
2003.0531117937287, 3196.919205039621
2002.9680877885398, 2800.426968281855
2003.1352537548241, 2652.9511972926866
2003.213428274757, 3378.241874288599
2003.3009749946345, 3743.3048483765424
2003.3869399242449, 4446.836805062578
2003.4695264165628, 4047.9269327148254
2003.559136502199, 4231.66723755379
2003.636744244823, 3917.374610855561
2003.7134332895869, 3303.2951709990216
2003.8029766955394, 3465.276755528109
2003.8796286960348, 2839.109137721637
2003.97144291565, 2887.461849521365
2004.045872260032, 3245.2719168393483
2004.1307814279885, 2749.6566208921413
2004.214171780934, 3467.6943911180947
2004.301088748246, 3627.2583400571957
2004.394555142239, 4214.743788423885
2004.464572514236, 3987.486042965166
2004.5534046702323, 3917.374610855561
2004.6364134672117, 3656.2699671370324
2004.7137693088096, 3259.777730379267
2004.7975708531362, 3257.3600947892805
2004.8855287643946, 2901.967663061283
2004.957742861517, 2536.9046889733404
2005.0429743146099, 3001.0907222507244
2005.1277501231996, 2461.9579856837627
2005.2059098254251, 3182.413391499703
2005.2876480039931, 3361.318425158695
2005.3739463320203, 4173.643983394117
2005.4590629478805, 3745.722483966528
2005.5428496744996, 3738.469577196569
2005.625376895988, 3320.2186201289264
2005.7056999834972, 3037.35525610052
2005.7973734348918, 3039.7728916905066
2005.8801970105285, 2718.227358222319
2005.958175195838, 2524.8165110234086
2006.0311598137464, 2411.1876382940486
2006.117476663908, 2374.923104444253
2006.2086426088233, 3066.3668831803566
2006.293059088008, 3264.6130015592394
2006.3729339398676, 3690.1168653968416
2006.4538793710885, 3610.3348909272913
2006.5370659805571, 3407.2535013684355
2006.6099913276357, 3274.283543919185
2006.702779811514, 2785.9211547419372
2006.786492449596, 2754.4918920721143
2007.0405605654848, 2761.744798842073
2006.871794286799, 2387.011282394185
2006.9528508508256, 2343.49384177443
2007.1174126050305, 2200.853341965234
2007.21421668762, 3022.849442560602
2007.2878088315326, 3107.466688210125
2007.3752592363119, 3441.1003996282448
2007.4581865359005, 3153.401764419866
2007.5421807104237, 3213.8426541695258
2007.6311091815182, 3175.1604847297435
2007.702545349001, 2556.245773693231
2007.7787046607245, 2623.93957021285
2007.8666996162517, 2280.6353164347843
2007.950249259552, 2196.0180707852614
2008.0396444884304, 2309.646943514621
2008.1261095156663, 2321.735121464553
2008.2087071212648, 2781.0858835619642
2008.2923975327856, 2742.4037141221825
2008.36687133029, 3114.719594980084
2008.463508713671, 3027.684713740575
2008.5422574197667, 3085.7079679002477
2008.6226175515444, 2814.9327818217735
2008.6970580092068, 2321.735121464553
2008.7811336811208, 2408.7700027040623
2008.8746334149553, 2152.5006301655067
2008.9533673033434, 2205.688613145207
2009.035298112108, 2447.452172143844
2009.1157101058616, 2193.600435195275
2009.19333637062, 2739.9860785321957
2009.2801051608578, 2851.1973156715694
2009.364610546287, 3078.4550611302884
2009.4484935880043, 3102.631417030152
2009.5346326256767, 3008.3436290206837
2009.6121810974712, 2674.7099176025636
2009.700213097267, 2343.49384177443
2009.7785320898472, 2261.2942317148936
2009.859299708579, 2123.48900308567
2009.9428271253182, 2031.6188506661874
2010.0265693988151, 2009.86013035631
2010.1044512690264, 1785.0200204875778
2010.2002996094873, 2295.141129974703
2010.271843205349, 2565.9163160531766
2010.3592047038837, 2870.53840039146
2010.4396092887837, 2614.2690278529044
2010.526318808192, 2706.139180272387
2010.6149879694067, 2582.8397651830815
2010.6951999241103, 2263.71186730488
2010.7681030446277, 2123.48900308567
2010.8592282408476, 1947.0016050166646
2010.942288899803, 1702.8204104280408
